City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kristinestad,62.2743,21.376,287.65,81,100,5.62,FI,1691700617
365,masterton,-40.9597,175.6575,277.53,94,77,2.33,NZ,1691700617
366,labrador city,52.9463,-66.9114,290.1,72,75,2.57,CA,1691700617
367,akhmim,26.5622,31.745,307.26,25,0,5.34,EG,1691700617
368,robore,-18.3333,-59.75,309.86,21,0,4.44,BO,1691700618
369,trujillo,-8.116,-79.03,295.13,83,75,5.14,PE,1691700512
370,baukau,51.5526,7.2042,292.31,70,0,2.68,DE,1691700618
371,codrington,-38.2667,141.9667,282.96,81,100,4.74,AU,1691700618
372,road town,18.4167,-64.6167,305.17,70,40,4.63,VG,1691700618
373,mossel bay,-34.1831,22.146,296.11,62,0,0.91,ZA,1691700619
374,gwadar,25.1216,62.3254,300.06,83,82,4.08,PK,1691700619
375,puerto lempira,15.2667,-83.7667,305.23,62,40,4.12,HN,1691700619
376,assomada,15.1,-23.6833,297.9,73,25,3.54,CV,1691700620
377,krasnyy chikoy,50.3643,108.7512,287.1,96,86,1.26,RU,1691700620
378,armacao de buzios,-22.7469,-41.8817,298.18,83,0,9.74,BR,1691700620
379,yuanping,38.7153,112.7575,295.24,93,99,0.94,CN,1691700621
380,san patricio,28.017,-97.5169,312.69,44,0,8.62,US,1691700621
381,selfoss,63.9331,-20.9971,289.29,79,55,3.76,IS,1691700621
382,mazatlan,23.2167,-106.4167,304.77,79,100,0.45,MX,1691700354
383,northam,51.0333,-4.2167,292.81,89,97,5.87,GB,1691700622
384,pemangkat,1.1667,108.9667,299.09,87,99,4.32,ID,1691700622
385,buala,-8.145,159.5921,298.72,88,100,7.78,SB,1691700622
386,al wajh,26.2455,36.4525,303.12,66,0,1.54,SA,1691700622
387,imperatriz,-5.5264,-47.4917,308.18,36,20,1.03,BR,1691700623
388,looe,50.3578,-4.4542,292.01,98,98,5.61,GB,1691700623
389,dwarka,22.2394,68.9678,300.39,82,99,7.83,IN,1691700623
390,aleksandrovsk-sakhalinskiy,50.8975,142.1561,288.16,93,100,1.02,RU,1691700624
391,saint-philippe,-21.3585,55.7679,292.92,82,14,1.58,RE,1691700624
392,umm kaddadah,13.6017,26.6876,305.08,40,3,3.42,SD,1691700624
393,al hasakah,36.5024,40.7477,308.76,22,0,5.05,SY,1691700624
394,faya-largeau,17.9257,19.1043,308.27,40,86,5.05,TD,1691700624
395,duong dong,10.2167,103.9667,301.15,94,40,5.66,VN,1691700625
396,coquimbo,-29.9533,-71.3436,290.0,77,75,7.2,CL,1691700558
397,el granada,37.5027,-122.4694,305.33,75,100,4.63,US,1691700625
398,laguna,38.421,-121.4238,307.64,39,0,1.54,US,1691700625
399,cody,44.5263,-109.0565,301.43,23,0,7.72,US,1691700625
400,dalandzadgad,43.5708,104.425,293.79,57,0,6.39,MN,1691700450
401,three points,32.0767,-111.3137,312.04,20,95,2.94,US,1691700626
402,kununurra,-15.7667,128.7333,287.14,88,55,2.06,AU,1691700626
403,nemuro,43.3236,145.575,292.19,99,100,5.88,JP,1691700626
404,daru,-9.0763,143.2092,296.85,75,97,7.49,PG,1691700626
405,aksu,41.1231,80.2644,298.61,38,46,5.69,CN,1691700627
406,puerto aysen,-45.4,-72.7,282.17,87,100,0.0,CL,1691700627
407,kroya,-7.6331,109.2461,293.6,93,79,1.77,ID,1691700627
408,mar del plata,-38.0023,-57.5575,290.16,94,100,4.63,AR,1691700618
409,tweed heads,-28.1817,153.547,287.59,82,0,2.06,AU,1691700384
410,crane,31.3974,-102.3501,314.89,12,1,2.82,US,1691700627
411,kapit,2.0167,112.9333,295.86,99,90,0.34,MY,1691700558
412,xai-xai,-25.0519,33.6442,290.27,70,31,2.86,MZ,1691700628
413,tazacorte,28.629,-17.9293,298.69,73,0,7.2,ES,1691700628
414,kalymnos,36.95,26.9833,297.89,78,0,4.12,GR,1691700628
415,aykhal,66.0,111.5,288.56,88,100,2.17,RU,1691700555
416,heihe,50.2441,127.4902,290.47,94,0,0.96,CN,1691700629
417,al bahah,20.0129,41.4677,300.83,32,56,3.4,SA,1691700629
418,dunay,42.8803,132.3375,294.33,91,100,7.9,RU,1691700629
419,kalengwa,-13.4659,25.0027,288.45,35,3,2.76,ZM,1691700629
420,hadibu,12.65,54.0333,298.62,82,49,6.61,YE,1691700630
421,novovoronezh,51.3072,39.2173,292.26,87,100,4.27,RU,1691700630
422,regina,50.4501,-104.6178,297.21,57,75,4.12,CA,1691700362
423,novopokrovskaya,45.9514,40.7006,302.65,35,44,5.45,RU,1691700630
424,marsa alam,25.0757,34.8918,305.08,43,0,3.88,EG,1691700378
425,siluko,6.5386,5.1609,296.17,97,100,1.21,NG,1691700630
426,st ives,50.2086,-5.4875,290.33,97,100,6.2,GB,1691700631
427,dawei,14.0833,98.2,297.63,93,84,0.52,MM,1691700631
428,sao vicente,-23.9631,-46.3919,303.25,56,75,2.57,BR,1691700631
429,khovd,48.0056,91.6419,291.29,48,0,1.59,MN,1691700466
430,yoko,5.5333,12.3167,291.34,98,95,0.85,CM,1691700632
431,broome,42.2506,-75.833,295.07,85,100,3.6,US,1691700632
432,malabar,-33.9667,151.25,284.09,68,20,4.12,AU,1691700632
433,al hawatah,13.4167,34.6333,297.22,86,98,3.09,SD,1691700632
434,jiuquan,39.7432,98.5174,292.01,57,0,1.11,CN,1691700632
435,antsiranana,-12.2787,49.2917,295.14,78,0,4.46,MG,1691700633
436,brisas de zicatela,15.8369,-97.0419,305.44,58,40,3.09,MX,1691700633
437,mirny,62.5353,113.9611,289.95,72,100,4.02,RU,1691700633
438,fusignano,44.4651,11.9571,299.1,73,38,2.52,IT,1691700633
439,les avirons,-21.2418,55.3394,291.2,68,0,3.09,RE,1691700633
440,sungai penuh,-2.0833,101.3833,290.31,96,58,0.57,ID,1691700633
441,vyaz'ma,55.2104,34.2951,287.57,62,99,2.34,RU,1691700634
442,san antonio de pale,-1.4014,5.6325,296.88,87,69,4.72,GQ,1691700634
443,kismayo,-0.3582,42.5454,297.34,83,46,7.28,SO,1691700634
444,riverton,40.5219,-111.9391,307.07,25,0,4.47,US,1691700604
445,juneau,58.3019,-134.4197,288.83,97,100,6.17,US,1691700634
446,salavan,15.7167,106.4167,296.33,97,93,0.37,LA,1691700634
447,maunabo,18.0072,-65.8993,306.06,85,100,4.88,PR,1691700634
448,porto murtinho,-21.6989,-57.8825,310.85,19,0,4.8,BR,1691700635
449,asau,46.4333,26.4,289.66,66,93,2.37,RO,1691700422
450,zhangye,38.9342,100.4517,293.22,70,86,3.08,CN,1691700635
451,cooper's town,26.8667,-77.5167,303.23,67,33,2.87,BS,1691700635
452,pisco,-13.7,-76.2167,295.18,64,20,7.72,PE,1691700564
453,howrah,22.5892,88.3103,300.15,89,75,3.09,IN,1691700635
454,dullewala,31.8359,71.4362,310.0,32,20,6.29,PK,1691700635
455,kamaishi,39.2667,141.8833,298.42,91,50,3.32,JP,1691700636
456,ataq,14.5377,46.8319,300.96,49,100,3.86,YE,1691700636
457,gereida,11.2811,25.1414,300.29,62,34,3.02,SD,1691700636
458,willmar,45.1219,-95.0433,297.12,69,0,4.63,US,1691700600
459,rocha,-34.4833,-54.3333,291.19,78,100,3.51,UY,1691700636
460,vanimo,-2.6741,141.3028,298.53,92,98,3.23,PG,1691700636
461,duluth,46.7833,-92.1066,299.01,47,20,3.6,US,1691700529
462,scarborough,54.2797,-0.4044,292.4,77,59,3.58,GB,1691700637
463,nar'yan-mar,67.6713,53.087,283.88,80,7,2.5,RU,1691700637
464,betafo,-19.8333,46.85,288.24,69,88,1.44,MG,1691700637
465,ganj muradabad,26.9667,80.1833,302.12,73,74,0.7,IN,1691700637
466,chegdomyn,51.1167,133.0167,288.38,80,37,0.69,RU,1691700637
467,bechar,31.6167,-2.2167,313.33,11,40,3.6,DZ,1691700637
468,papao,-17.75,-149.55,299.97,68,38,8.95,PF,1691700637
469,port-gentil,-0.7193,8.7815,298.13,83,20,3.09,GA,1691700638
470,hadsund,56.7148,10.1168,285.1,79,75,5.24,DK,1691700638
471,christchurch,-43.5333,172.6333,275.6,87,99,0.51,NZ,1691700026
472,rmi capitol,7.0893,171.3805,302.12,79,100,2.57,MH,1691700638
473,borzya,50.3833,116.5167,289.38,89,100,2.4,RU,1691700638
474,dunedin,-45.8742,170.5036,276.37,74,100,0.45,NZ,1691700483
475,egilsstadir,65.2653,-14.3948,283.1,76,20,4.12,IS,1691700638
476,hami,42.8,93.45,300.93,24,0,3.65,CN,1691700639
477,pasuquin,18.3328,120.6177,301.12,89,75,3.09,PH,1691700639
478,boguchany,58.3814,97.4531,288.24,77,70,1.13,RU,1691700639
479,grand gaube,-20.0064,57.6608,293.92,77,10,4.56,MU,1691700639
480,aoulef,26.9667,1.0833,310.07,13,0,5.04,DZ,1691700639
481,kushiro,42.975,144.3747,293.17,99,100,4.37,JP,1691700639
482,enguera,38.9797,-0.6868,300.42,86,3,1.6,ES,1691700640
483,sao jose de ribamar,-2.5619,-44.0542,303.36,77,54,4.94,BR,1691700640
484,gurjaani,41.7429,45.8011,298.71,52,0,1.32,GE,1691700640
485,pauini,-7.7136,-66.9764,308.7,34,82,1.89,BR,1691700555
486,necochea,-38.5473,-58.7368,287.34,92,100,3.51,AR,1691700640
487,shingu,33.7333,135.9833,298.97,92,38,3.28,JP,1691700640
488,saint-joseph,-21.3667,55.6167,292.36,81,8,1.3,RE,1691700640
489,mugia,43.1041,-9.2179,295.32,92,61,3.86,ES,1691700442
490,puerto cabezas,14.0351,-83.3888,305.13,74,40,3.09,NI,1691700558
491,pointe-noire,-4.7761,11.8635,296.19,83,75,3.6,CG,1691700641
492,halvad,23.0167,71.1833,300.65,71,100,5.78,IN,1691700641
493,amos,48.5669,-78.1162,292.01,80,62,3.31,CA,1691700641
494,pacasmayo,-7.4006,-79.5714,295.88,69,43,6.95,PE,1691700641
495,beyneu,45.3167,55.2,302.44,29,54,4.06,KZ,1691700642
496,tarauaca,-8.1614,-70.7656,305.93,45,98,1.73,BR,1691700642
497,ikang,4.7898,8.5316,297.06,94,100,1.36,NG,1691700642
498,apaxtla de castrejon,18.15,-99.8667,297.49,72,100,0.95,MX,1691700642
499,okola,4.0167,11.3833,296.4,99,86,1.75,CM,1691700642
500,larache,35.1932,-6.1557,298.25,60,0,4.84,MA,1691700642
501,queenstown,-31.8976,26.8753,285.41,49,0,2.4,ZA,1691700643
502,kayangel,8.0823,134.7173,300.97,82,95,8.7,PW,1691700643
503,al jawf,29.5,38.75,304.03,25,4,4.5,SA,1691700643
504,palmas,-10.2128,-48.3603,307.08,33,0,3.09,BR,1691700399
505,viedma,-40.8135,-62.9967,290.53,32,100,6.22,AR,1691700436
506,petawawa,45.9001,-77.3328,293.03,83,100,4.63,CA,1691700601
507,redencao,-4.2258,-38.7306,298.69,64,10,2.9,BR,1691700644
508,lethbridge,49.7,-112.8186,300.69,25,75,4.63,CA,1691700454
509,peace river,56.2501,-117.286,293.32,72,75,5.66,CA,1691700644
510,al bayda,32.7627,21.7551,293.36,82,18,4.93,LY,1691700645
511,kshenskiy,51.8408,37.7136,293.74,76,100,5.47,RU,1691700645
512,djambala,-2.5447,14.7533,297.41,58,95,0.85,CG,1691700645
513,kavaratti,10.5669,72.642,301.03,77,100,7.61,IN,1691700645
514,boysun,38.2061,67.1986,297.03,30,0,3.15,UZ,1691700645
515,fort st. john,56.2499,-120.8529,290.09,72,75,5.14,CA,1691700645
516,new mirpur,33.1418,73.7674,301.74,68,43,2.51,PK,1691700646
517,acarau,-2.8856,-40.12,299.06,77,25,7.55,BR,1691700549
518,ruteng,-8.6136,120.4721,287.2,88,88,0.54,ID,1691700646
519,vallenar,-28.5708,-70.7581,294.89,28,69,2.58,CL,1691700646
520,dryden,49.7833,-92.7503,292.31,55,20,2.57,CA,1691700646
521,bintulu,3.1667,113.0333,298.38,94,20,1.54,MY,1691700646
522,tamanrasset,22.785,5.5228,304.1,8,0,4.12,DZ,1691700647
523,fort mcmurray,56.7268,-111.381,287.92,100,100,5.14,CA,1691700647
524,olinda,-8.0089,-34.8553,299.0,69,20,6.69,BR,1691700647
525,kone,-21.0595,164.8658,289.93,60,0,2.26,NC,1691700435
526,ocean shores,46.9737,-124.1563,295.07,76,100,4.63,US,1691700547
527,palma sola,-23.9634,-64.2987,298.04,26,76,1.83,AR,1691700647
528,santa helena,-2.2311,-45.3,300.49,70,99,1.97,BR,1691700647
529,arica,-18.475,-70.3042,294.9,68,100,7.72,CL,1691700648
530,sihanoukville,10.6093,103.5296,299.12,94,40,1.03,KH,1691700648
531,chongwe,-15.3292,28.682,286.47,66,1,2.76,ZM,1691700648
532,langfang,39.5097,116.6947,297.47,75,71,1.68,CN,1691700648
533,santa ana,33.7456,-117.8678,302.27,70,75,4.63,US,1691700452
534,pleiku,13.9833,108.0,293.35,98,13,1.65,VN,1691700648
535,kargil,34.5667,76.1,289.0,58,22,3.08,IN,1691700649
536,nova xavantina,-14.6667,-52.35,306.4,23,0,2.21,BR,1691700649
537,margate,51.3813,1.3862,291.98,74,41,1.34,GB,1691700649
538,hirado,33.3597,129.5531,297.81,90,25,4.58,JP,1691700649
539,pangody,65.85,74.4859,279.17,83,1,8.59,RU,1691700649
540,whitefish,48.4111,-114.3376,298.01,38,40,6.69,US,1691700649
541,pariaman,-0.619,100.12,296.81,90,86,1.78,ID,1691700649
542,nueva gerona,21.8833,-82.8,305.61,60,35,4.65,CU,1691700649
543,bwizibwera,-0.5917,30.6286,292.92,60,10,0.53,UG,1691700650
544,lata,40.1629,-8.3327,290.3,89,0,1.35,PT,1691700650
545,karachi,24.9056,67.0822,300.05,78,75,6.17,PK,1691700622
546,nagqu,31.5,92.0,279.49,94,100,1.54,CN,1691700650
547,jaen,38.0,-3.5,303.16,18,4,2.22,ES,1691700650
548,posse,-14.0931,-46.3694,299.27,28,60,2.79,BR,1691700650
549,prainha,-1.8,-53.48,305.41,45,23,3.62,BR,1691700425
550,jining,35.405,116.5814,296.14,82,2,1.1,CN,1691700650
551,strezhevoy,60.7333,77.5889,284.77,96,100,4.69,RU,1691700651
552,ugoofaaru,5.6667,73.0,301.38,76,100,7.18,MV,1691700651
553,buloh kasap,2.5536,102.764,296.38,92,11,1.06,MY,1691700651
554,jalalaqsi,3.3766,45.5996,296.83,80,97,7.44,SO,1691700651
555,grand forks,47.9417,-97.4337,292.11,68,75,5.14,US,1691700651
556,prince rupert,54.3161,-130.3201,291.2,83,75,7.72,CA,1691700651
557,tambopata,-12.7333,-69.1833,307.09,52,40,2.06,PE,1691700651
558,concepcion,-36.827,-73.0498,286.04,76,75,6.17,CL,1691700652
559,baotou,40.6522,109.8222,297.85,67,100,0.43,CN,1691700652
560,marinette,45.1,-87.6307,299.18,43,100,2.57,US,1691700652
561,pamandzi,-12.7967,45.2794,298.03,78,0,5.14,YT,1691700652
562,wotho,10.1657,166.0102,300.97,76,22,4.02,MH,1691700652
563,newnham,-41.3833,147.1333,279.99,100,40,4.12,AU,1691700652
564,akureyri,65.6835,-18.0878,282.11,76,40,5.14,IS,1691700652
565,dereli,40.7378,38.4493,297.24,94,27,1.06,TR,1691700653
566,nalut,30.3333,10.85,301.16,23,0,6.81,LY,1691700653
567,camargo,27.6667,-105.1667,309.34,19,90,2.52,MX,1691700653
